,Meta,Meta,early Ana,Ana,late Ana,late Ana
Number,T0243.7,T0243.5,T0243.4,T0208.1,T0275_10,T0369_8
all,3662,3812,7011,3317,1511,1306
closer 250nm,1402,1038,6105,2675,1003,801
further,2260,2774,906,642,508,505
,,,,,,
,length,length,length,length,length,length
,1763.3282,465.48785,1003.2381,4850.8433,17522.457,4346.6895
,13527.1,178.04181,1339.9896,7202.6479,23706.375,1105.9497
,2062.2488,579.08557,1389.3578,659.68756,4736.3882,3018.5769
,6362.8247,515.45026,2166.9805,1223.4113,8373.9297,8682.8281
,2625.3816,710.48065,1293.3508,4107.8022,4868.209,948.55304
,479.2756,3368.1416,2165.876,445.57587,17424.424,6525.9473
,1174.9218,1184.5846,5921.5576,907.25903,11533.622,3855.5581
,2139.1772,2704.4026,876.41266,1918.6792,10570.589,2191.5769
,5414.9082,5916.9302,852.11829,990.58136,6775.9575,8467.7588
,1550.5105,2418.8447,2230.6436,1241.0098,9711.0361,4069.4312
,1722.7869,5233.7295,818.91211,3507.9775,11376.824,2788.1099
,982.21765,6442.1108,716.62286,2365.7439,13410.41,19324.859
,935.26904,4702.0801,1380.8341,599.44861,3822.7622,3861.7231
,4949.3804,716.39801,9769.7402,1819.9806,7987.5352,10139.758
,1046.7694,2258.6018,855.80426,725.68732,2828.8604,1886.3643
,1067.3945,2660.2539,1137.579,4086.6028,5571.4321,1941.0557
,3774.0022,3990.4158,2964.4893,2378.4387,7075.9111,5846.6729
,3944.1829,711.5097,507.48615,4690.6299,4087.001,5102.9795
,8267.1963,2746.9521,1240.9211,1208.3953,17420.883,5454.7993
,5989.5093,3711.8057,3000.9287,909.53973,15689.143,3354.7473
,5248.0776,998.65216,980.67566,2284.8945,4564.2007,3739.3511
,3053.2356,8667.2715,4137.8218,1122.3282,17221.076,3222.8667
,3952.4026,3047.7202,1970.9482,2200.2903,8164.9634,2162.1997
,6816.1538,884.20667,1611.1881,913.13898,2136.3032,2640.3455
,1301.6329,1515.8385,1551.8585,1680.2024,7206.2305,2606.6357
,610.13208,1978.8479,760.03485,8483.2676,12199.645,999.00641
,2297.7954,1379.1888,9766.6172,1494.7749,14359.625,2103.3633
,3001.1228,3191.0598,1552.0645,913.37976,16862.244,11064.941
,5012.9414,2958.8933,903.14966,4938.7202,29669.836,5484.0337
,1772.6154,3562.9165,1404.821,1319.8247,9460.6074,3602.1516
,1950.2212,546.32526,1044.9813,15796.118,7311.646,829.43463
,1592.5729,1012.2437,611.84094,8244.7559,6747.416,3139.3691
,1786.4041,2595.356,1494.1091,10539.844,12600.763,957.37262
,2369.4368,1391.4851,4291.6851,2704.8933,9326.1104,17181.617
,1401.7888,4534.0322,660.85938,4158.9072,6220.1138,5355.6357
,2308.8665,408.27185,495.9787,8808.0127,10675.239,4535.1768
,2045.2688,1870.9594,846.92944,2176.0281,1256.8607,2769.2556
,1922.5736,5270.5581,4017.0872,6890.2144,11723.478,1278.049
,468.52054,2768.0059,9962.3223,3676.4419,4164.1489,2941.0703
,4100.1631,993.27435,1557.1272,8010.0674,5989.6133,3904.9897
,3255.3491,3130.6948,793.77545,17289.588,2972.8779,5978.1699
,3466.7935,6695.4897,3435.5955,4876.5107,3482.3223,11744.95
,1198.5056,10515.225,10088.901,14946.667,2491.3906,3283.2534
,584.79053,5840.0586,1121.5533,1668.71,7398.5659,4615.8696
,3762.9526,4517.1411,1763.4022,5936.0596,7244.8584,6552.1709
,10016.242,2456.8293,1117.0305,10420.945,7407.002,908.9024
,9338.6436,966.50293,1256.5908,2584.084,18737.053,3982.0698
,6545.1533,2152.542,3583.3232,3154.5168,6437.3086,4675.0781
,6550.2944,3650.5879,2518.9717,7249.2305,8473.2393,1843.4427
,2082.1929,14231.208,1058.7931,4843.3325,12666.593,2786.1592
,2478.0986,2719.4399,3008.5718,4385.5137,19699.719,2344.468
,5318.2476,728.60278,1669.6112,9065.0127,10489.102,2020.5498
,3732.4609,914.61108,3730.063,10292.748,12301.944,6982.3564
,1378.3776,741.68054,3076.9377,4748.9688,6706.4424,511.7963
,6676.0527,746.10394,3973.5952,5849.0698,21846.381,2213.1641
,1080.9376,6445.3672,2831.6736,5399.1875,7166.1406,1800.1353
,756.56848,5444.7759,1347.7362,2403.7341,25620.105,1764.0737
,738.67151,3437.0776,8085.1538,7259.2886,15790.077,492.41354
,1231.7981,9867.0303,1632.8915,4165.4014,17237.238,7049.585
,3053.9358,5377.5835,4703.8413,4995.7183,1544.7894,1448.8507
,5963.5103,8534.7705,8403.5742,8278.8623,16333.298,935.00055
,2287.394,1458.2758,612.0675,6914.6787,10162.607,4829.0952
,934.85901,4186.5176,538.16315,7518.6113,6435.3018,3667.0857
,710.38257,16298.298,1231.5646,5168.8887,9420.0713,843.36273
,1516.2079,3229.646,1176.3577,13418.623,14399.179,4217.7666
,676.20593,1529.052,3151.8201,6938.1377,3086.77,1995.7505
,5301.1177,9232.0205,1299.639,7100.2251,6344.4966,8990.6201
,888.47815,3413.748,466.20032,7495.4482,11620.113,7491.7622
,703.20294,6874.5322,4719.2847,11706.167,6182.5938,351.38867
,2594.2437,2768.4055,6126.6572,3948.7036,11454.606,1193.3187
,852.08514,12538.841,1793.6705,3635.8582,16510.332,671.12463
,804.7453,2238.1819,2267.9883,9584.3877,6700.2676,2390.177
,4147.6953,2365.2505,3593.8945,5412.7803,6868.4746,1426.3021
,15224.275,1602.5399,2249.6587,9776.498,5169.4858,2698.959
,8840.8594,8147.7056,4175.9497,3849.2791,4078.5684,1373.4581
,5178.3003,5864.3135,5472.877,4424.1172,5217.2217,1147.9943
,2622.7554,1593.1335,3029.3218,7943.749,13349.735,1004.4799
,6196.5942,3208.3096,7793.5903,5353.5161,7514.5161,5178.7104
,6394.7749,2894.3962,1421.8531,3338.6465,11260.356,9452.2656
,20075.615,2398.8716,2460.3411,3312.094,24076.752,5360.9419
,4608.6265,1924.5135,7619.106,6036.1519,13934.206,9411.6436
,1745.7778,1444.7695,1485.9478,4944.2817,7672.8818,5320.5444
,2372.5564,4117.8027,3437.3865,7980.5195,1573.5145,5461.2168
,2641.646,3024.7437,1426.1639,3000.0857,4558.7002,4823.1704
,1829.7234,3489.9458,1501.3463,3733.1831,13632.765,2242.8938
,1358.4731,3113.2637,957.8299,8415.0537,7557.6436,14228.539
,6074.9375,2912.2483,340.29514,6618.5483,5948.6274,8543.2041
,8206.8271,2163.969,2236.4031,6680.8276,6099.2598,1571.0696
,22602.422,3167.1199,1014.4651,2666.6487,6859.9263,2778.4976
,4088.7188,21901.891,3176.7502,6507.979,18659.406,2507.3296
,13261.374,4705.7192,5092.1885,3076.7925,8541.6436,2176.9177
,3153.9604,5453.6094,1364.9417,5176.6055,22036.469,7884.4521
,7657.9546,2282.054,8505.7158,4420.6382,20494.977,4323.3511
,4999.8076,1378.7212,728.42578,9965.8076,22396.77,5249.8008
,1669.2784,3918.0562,782.1394,6555.2456,1313.7628,3029.3391
,5153.6943,4352.04,800.94043,2012.4716,2431.676,5793.5864
,2032.8495,1385.5,1260.4049,7646.9023,16414.93,6948.0693
,3565.377,5521.4653,4524.5562,3494.9248,14344.931,2407.5208
,1813.0024,1239.9158,1720.772,9287.9297,16299.914,2328.5327
,15564.099,4305.7539,1401.4692,5372.8213,17688.033,4762.1206
,2357.5762,6947.2959,1174.7926,8127.0576,531.29095,3847.3777
,31710.65,3020.9907,3004.2769,6772.1851,12555.547,771.42505
,32889.457,3072.8328,1875.6837,3817.6897,10906.626,5702.772
,436.32681,1588.4315,2576.719,4154.9575,7384.2476,2442.4651
,1634.5398,3216.2114,859.43042,7353.1816,10651.743,4436.6006
,3531.7117,3868.344,1700.5627,8539.958,1396.8247,1848.5642
,1275.4092,2338.3279,3904.3901,6878.6167,3410.8262,1872.0143
,7374.8135,5260.4834,1690.0684,2865.6318,4534.8652,8505.6338
,5174.2856,2494.8691,7319.2876,4582.2031,3638.2078,645.38403
,295.43182,8799.7002,1731.6091,11255.954,10330.634,4699.6846
,5174.8291,1583.0743,2647.199,7645.0747,10574.994,3425.6753
,6504.0225,2311.0176,1573.4943,31809.795,8633.1934,7771.3037
,1751.0021,11341.465,5218.9702,7431.6177,9129.5986,3104.0176
,5516.7656,7148.9536,1016.5424,5455.0503,5544.5977,952.44708
,10047.978,4979.2251,2768.3105,5803.9194,2857.8945,1770.2114
,7035.5625,10761.858,2020.7777,5994.6553,8232.5693,5830.3833
,13451.202,1604.2186,1267.2089,12180.429,790.39392,693.59961
,1824.1289,6694.2852,2764.1345,4051.885,3002.0408,2420.5938
,8961.5527,5138.3672,3075.2153,5532.252,1364.3192,1359.2065
,6863.9111,3130.9114,5888.0762,10885.541,8300.5664,5347.8203
,5432.2505,4364.2256,7393.2026,6217.1445,1472.1926,1727.1863
,3049.2769,2742.2668,2074.853,3103.7554,19610.805,1651.692
,9974.6309,2762.1636,8071.3057,9667.8916,4531.9053,823.72852
,6479.4336,6322.3662,7690.2446,4309.686,5248.498,7262.626
,23232.941,775.81818,2457.5098,9340.0977,15223.366,2971.3188
,5428.3091,5811.6455,1145.3739,7427.5972,16540.662,3131.7883
,3191.7671,3281.6755,2261.4346,7571.7749,9401.9541,1037.3947
,8264.998,2413.8354,4042.6221,9705.2207,5198.8345,4324.9009
,14568.912,1540.3317,687.30505,3083.4771,15889.709,3374.9417
,10176.789,8629.1104,1297.1952,5998.8628,10189.438,3493.0771
,7824.0088,3453.6865,4784.4229,7183.4434,16165.399,1014.1425
,4586.5127,5159.6465,1092.7355,9023.793,4515.1846,3013.7507
,5655.27,10721.228,3824.7439,11256.244,4960.8945,5937.6787
,8610.7939,1372.3643,896.14294,3851.7058,5612.5708,872.01514
,17068.492,6128.396,5130.2417,5169.9146,1465.5321,1690.7538
,7699.0322,12602.532,6265.6147,9001.3955,2163.7195,4005.2441
,13338.79,8589.9941,1958.3033,5109.1411,3930.4753,6247.6826
,23236.297,22568.963,5470.4131,28122.566,19114.066,3993.6504
,6498.1509,5349.5117,5068.9062,1665.9463,15625.923,2645.9512
,5739.6304,10743.851,3297.6716,14148.813,17399.959,5727.3657
,4926.9868,3540.4023,1354.8055,8358.9512,8092.9287,7874.4961
,6871.4727,1147.0017,946.55743,4734.7778,4805.541,520.67639
,9055.1846,3200.9062,933.33417,12040.161,21466.059,3465.0327
,10184.974,3484.0027,1847.0007,2710.293,15469.827,7312.3735
,7908.0942,2753.7571,2440.8018,5741.5005,20493.58,6579.7695
,10588.373,2957.2441,1097.6598,10944.978,22905.924,4144.6108
,7389.1201,3566.8225,1552.9631,5683.7026,7044.8286,5630.2778
,4808.5005,14994.974,5759.6182,3749.0215,8819.0293,5167.998
,7421.9087,1177.8243,1555.0287,4898.3955,8044.3721,2089.5422
,8900.165,649.40747,4569.9683,5687.4468,9719.6211,1347.3708
,14500.934,10148.291,1338.5668,4539.3608,5398.3521,507.39465
,11756.829,2203.635,764.41028,4622.4014,10552.921,802.66504
,9118.7773,489.91165,1853.9834,9357.7715,5589.5391,2781.4412
,5179.772,1255.8184,8463.4736,10038.217,3188.647,2302.2275
,8614.7178,5636.9282,15532.955,12718.977,12310.819,3549.718
,12030.194,6702.2524,2172.4236,2885.5454,16507.234,3290.9656
,3702.0457,4308.605,2805.8687,4820.5952,5762.1553,10790.152
,9685.293,8033.0933,6026.6133,4758.9863,25602.436,1439.7384
,6234.9775,3205.3262,6196.0903,7167.1841,13934.361,4294.2114
,16772.289,8716.207,9758.6182,7350.748,7783.3525,2592.6648
,6612.2051,9281.6436,14232.945,9664.3525,22556.324,3355.1682
,14907.847,1524.2642,10814.007,8391.6738,3231.8853,5175.8594
,4471.5918,1540.566,1667.3729,4851.6284,5567.3696,11743.658
,12331.692,801.17621,6185.6509,1271.4845,12188.491,8463.2949
,6504.1929,720.33746,10422.743,4349.1602,2492.1165,4273.3804
,10550.11,1048.8384,8712.7051,10718.067,7529.4956,7279.9253
,10326.473,1744.6687,10660.032,2897.6074,7760.2168,2170.0076
,2679.6807,4214.7231,11047.639,4127.8447,17936.586,4144.7915
,4155.7344,3618.9844,2832.2983,6319.6143,1780.176,2046.4974
,15030.653,2683.3284,11245.576,3404.2549,12561.865,6712.0688
,8475.2773,2288.7244,4162.3525,8001.2114,1901.2142,1241.7651
,7857.3901,3055.4482,5692.4624,2383.4248,6329.8281,9622.5293
,3338.8306,1565.8035,8498.0215,7681.2837,16594.965,4224.9009
,25338.412,2314.8975,4597.8081,14050.291,20491,3455.0771
,12619.837,2248.6714,4404.5386,5558.2344,18691.908,2182.9731
,5740.4536,1932.1216,4156.3271,5338.5083,5263.3501,1050.1033
,13754.844,5479.2847,7403.9785,3489.6963,18070.238,6911.6572
,2473.6685,9671.585,9152.0645,5404.3525,6761.9712,2409.064
,6684.6382,6800.1401,6980.8164,3219.1772,12251.98,1561.5305
,7454.4277,4172.8569,6486.9487,1935.5625,7193.8003,2072.8586
,14363.087,7007.9858,1944.3602,3868.8208,10384.888,4937.5571
,10007.358,3671.5984,2742.1494,8577.0342,5041.6934,1888.2402
,4807.3257,2549.2817,2136.0928,4172.666,6897.4517,3484.7458
,4572.0166,2267.7112,8600.5098,6064.8164,20398.504,5059.6567
,6794.7441,7320.2515,4757.2998,7860.3022,15508.342,4340.7354
,3682.1963,5899.021,2361.803,3055.1208,12711.794,4908.2407
,17278.15,2983.7969,1736.2902,3624.2205,6286.6763,4675.833
,2042.2699,4704.2036,7467.1079,9330.9033,8293.3818,1805.8102
,4222.7026,998.06482,2579.5659,3205.1836,10022.725,3619.6899
,7218.5303,6968.063,1363.7958,7735.4229,11139.444,3214.7725
,6631.333,4035.0527,952.07928,8591.751,11795.428,8499.3047
,14891.618,2378.5881,1825.161,8337.8096,12310.403,892.60284
,6474.8135,3956.0283,2636.7212,4749.1538,6368.3486,4069.3003
,3244.0698,1166.9257,3969.6353,6846.5127,14502.525,6681.0063
,3194.4485,8137.7295,4572.0083,4619.2246,2229.2827,2493.4963
,11384.094,4666.3887,3310.7742,3515.6016,7194.584,2209.5024
,4725.4585,1325.5414,2961.9829,3609.4143,1555.6294,4695.2207
,25340.055,1591.8628,5047.3306,8797.4639,3042.99,1409.2415
,6240.3413,6671.7158,3760.0525,10679.305,7586.0898,2647.26
,6525.6689,2243.4368,9771.4404,4585.2769,11213.846,5135.6919
,6026.313,1921.9722,10092.976,8923.0645,3258.4583,1618.7773
,3214.1472,984.97534,20554.777,6200.0083,2234.7388,2424.6919
,7076.6021,2578.4409,2748.3635,5366.4277,12651.039,4651.5142
,13970.71,3900.1475,5538.3184,12570,1816.9125,3373.5847
,10072.201,15905.583,17077.021,2368.5186,16998.916,1852.3275
,2449.5518,2935.0564,3293.2371,4058.0901,5483.9526,3834.8586
,5341.7266,6429.1709,11372.958,2662.4534,14996.162,2248.7351
,4392.5923,1093.2939,1331.4224,4496.6768,19357.588,2258.6206
,3313.7441,1429.8376,3883.6975,4339.6348,2629.6001,2240.6211
,2703.5718,3476.522,539.9967,5764.7739,7612.2964,1163.0734
,5156.3237,3078.9565,9269.2158,7400.8638,4476.8721,768.27936
,6294.4678,2183.1541,4996.2524,4081.2378,12680.309,1387.1162
,2238.1736,2785.9253,6797.3169,2954.2852,4839.2866,1825.0771
,4660.9922,3345.0413,4509.667,7197.3838,11317.17,1126.9591
,8296.6055,1670.6085,3092.6824,5141.73,14792.641,3878.9941
,5089.3726,3301.2271,4305.6274,3177.811,9374.2236,2442.8721
,3967.9563,5014.6377,5206.6147,9136.6553,13264.287,1749.1946
,5025.9268,1813.903,2215.1147,4609.7588,1899.8999,2496.908
,2928.8074,11513.831,1998.4406,4126.2144,6901.0532,10297.962
,2657.5657,7078.0034,2981.1797,5722.377,5199.2935,1132.6171
,1957.8572,2953.9282,2227.0605,5001.6475,20255.539,2069.9248
,2487.0249,2833.9902,8721.0635,4086.3296,13884.937,2172.4829
,3838.5896,5418.0112,1394.9274,12544.279,4828.8647,1012.5919
,3845.5696,8610.4033,491.23712,6269.9941,20552.535,2526.1567
,3148.3726,2156.947,2257.2373,5160.3223,19741.637,1875.6205
,1832.9828,13018.891,1661.2748,18085.229,12037.417,6657.3926
,10010.999,5752.1318,1298.6134,5915.9556,13796.479,1226.7749
,21384.912,1744.0759,1767.5126,13985.854,2807.8359,1067.7448
,12320.125,4108.3354,2535.6104,2130.1548,7891.1362,2756.6875
,9499.9932,9052.5078,7238.9565,4089.0037,6585.9326,1480.9973
,2931.8896,3825.2419,1496.1024,8790,6994.1831,1254.4426
,9094.1895,3904.957,2177.7134,7165.333,15605.202,1717.6158
,2811.9319,3351.5034,10198.221,7538.6982,17473.26,1967.5542
,9175.5625,3882.9614,1844.1418,3583.9009,11029.019,5735.3882
,27731.928,1100.8831,12255.645,5820.1519,10133.146,1748.6262
,34215.668,1718.5743,6804.835,8967.4746,12604.48,2113.2227
,12395.988,17342.32,817.56702,4274.3496,6040.6919,4553.7734
,10444.496,5584.2998,1397.7386,3611.0317,661.58966,1168.6934
,9804.1689,2605.5481,1685.3153,7034.1704,12407.655,3106.6526
,2904.2966,4926.7383,1293.1566,4699.0732,1123.6884,2017.0176
,6473.6758,7472.3784,2080.4138,5476.6655,9214.7393,1377.0966
,9145.1885,4734.4028,3361.0762,7530.0054,4797.772,1576.6014
,14393.788,4068.8611,1328.9841,3504.8093,7456.7383,2234.0127
,15367.577,10679.416,1027.8345,14479.098,15107.602,1885.4202
,12479.201,3600.8989,12687.961,3575.5696,12352.248,2197.3438
,12058.521,11063.875,1252.5552,11349.447,10198.768,1028.9061
,9287.4033,6434.3027,8403.9707,2699.0881,3698.9739,1865.5294
,7287.2671,6502.4067,2174.0378,6649.1323,12908.954,1910.062
,18240.123,7335.0527,1676.0552,4652.6333,14616.052,1195.3063
,17287.113,14299.275,1124.3367,3498.1875,11041.831,1782.8347
,6342.4214,2462.0503,1701.2957,5439.8794,19790.789,848.79071
,6306.2803,6331.2397,2650.5503,10422.546,1676.0035,874.47144
,16358.268,12953.933,1233.3037,12121.934,5097.3262,287.77567
,11391.182,2729.1826,2042.4645,3366.6753,2152.427,2772.4771
,22482.207,2387.5803,2024.5018,7037.1431,7839.7178,1015.7435
,6577.1685,3147.2395,1392.8995,11146.893,14531.336,913.01678
,19453.535,8112.3457,1216.2118,4603.9717,11341.31,1511.4375
,17409.549,3973.1255,1482.8951,6308.7676,11659.587,511.85403
,6524.4702,3548.2068,6467.2012,7327.8267,9852.9443,1112.9833
,11002.651,5377.7012,3151.6077,11190.257,11025.235,8537.6865
,26478.557,1896.0757,994.82532,14138.267,10675.771,1736.0907
,15551.288,5920.7754,705.12866,11078.943,5512.4248,12031.061
,10927.567,1566.6704,8350.127,7736.9644,2649.9456,1475.2906
,5075.8511,2065.4019,5295.0288,3449.1863,3761.0347,1106.973
,27378.654,2206.4478,1517.527,13353.794,17163.914,2325.1218
,10769.62,2088.0173,1464.5347,8106.0215,2513.811,8526.5742
,3818.9214,1390.3901,971.776,5487.3501,676.13086,4882.5781
,10416.222,689.83331,1303.2451,7229.1172,8998.9746,4875.8916
,3523.8704,3258.5325,1657.2397,3698.8635,5301.0024,7900.1602
,17836.879,1932.2004,1195.4432,1425.0847,22114.986,8146.1079
,6429.9956,3124.6187,1285.9553,21281.502,15504.874,3193.1597
,9535.9922,3459.1963,1719.6448,4741.0874,25875.43,2264.2468
,7297.8428,1954.8606,5437.0908,7879.4819,2957.594,
,20071.58,14242.289,1432.2468,6367.5742,833.49774,
,10608.173,4624.4951,4378.687,8289.2783,4261.1118,
,6905.8052,1429.5031,1633.7124,3870.2014,3330.6882,
,8775.1865,3022.2051,2489.9956,13292.133,3802.3403,
,3558.5181,4231.4502,2644.375,4460.6514,5956.187,
,17367.201,1063.2759,2980.3657,8104.1182,17980.959,
,6210.124,2243.175,841.48596,5852.1597,11550.164,
,3977.5234,3149.9412,8265.1934,6752.0059,2997.4941,
,14573.956,2690.7185,1891.2279,10230.817,1789.5084,
,7693.0659,2711.2307,5241.5557,5066.4482,7778.7939,
,6180.1182,1041.8387,9372.2275,9501.1348,21900.012,
,10752.613,1927.6543,1750.1646,5305.6123,3218.3193,
,13044.934,3467.3086,881.5705,2450.3132,16276.376,
,11320.072,3232.1265,2745.8501,7124.8428,9536.5137,
,5795.9155,1892.0879,831.99341,7096.1416,23526.748,
,15675.54,2245.998,1026.4023,12108.367,14985.708,
,12116.065,5414.6743,1082.2057,4775.2944,23563.535,
,3869.7766,2874.6289,2619.5513,15110.805,1994.2953,
,4337.1709,549.93835,2698.4937,8582.8203,10362.122,
,3947.3125,4121.4409,2792.6865,5405.667,17409.174,
,3412.2966,11331.554,956.09265,4023.6689,1754.9263,
,21499.629,2196.3582,925.67743,10574.144,5947.2637,
,6874.6919,3324.2798,1738.6765,5347.9971,11290.934,
,7169.4287,3006.1523,1801.0233,7357.9824,6038.2695,
,11780.158,7869.5757,1316.5916,8240.5371,18645.465,
,6827.9238,2786.1958,3522.9065,17908.711,19152.375,
,9595.1143,969.78436,735.55627,7264.7227,1095.4626,
,4254.0542,2505.7056,2275.0208,10147.862,15569.164,
,7554.7661,7756.9243,990.0144,12007.102,12376.193,
,6400.7437,2277.6428,3494.1306,4173.0552,19565.227,
,16629.52,793.23773,1219.452,6474.604,26227.721,
,18951.623,2819.6677,2000.4884,3717.603,9075.623,
,6802.4453,2619.8105,1635.5378,14286.822,14594.963,
,4363.5425,2800.5796,2797.0039,4523.9258,13679.788,
,8015.3237,2251.6799,9100.0957,6178.0107,18977.438,
,4473.1562,2304.4375,3578.7214,8029.5728,10129.835,
,5946.2563,2054.854,2176.3501,2481.7603,14534.828,
,14389.168,2207.3542,3174.6023,10391.478,19601.363,
,5040.8799,3928.8613,4557.0366,5806.7427,12709.218,
,3956.9346,2120.261,2198.1196,5030.73,1853.8541,
,8532.252,1468.3173,2650.6558,10764.698,1258.99,
,3614.0972,7096.0869,536.24152,3060.2754,3301.8391,
,3599.7341,852.68036,3618.2651,8137.5112,9747.9492,
,12178.798,1378.8979,2057.8557,10059.521,8769.1709,
,2911.0039,1813.5172,1466.8075,5224.4219,5824.4248,
,5736.0532,6111.27,8953.585,3087.011,1148.4207,
,13202.32,4873.9946,1659.1193,12832.501,5405.3564,
,10050.406,2769.4126,776.6051,2787.5386,2429.4429,
,4874.1279,4417.4722,647.34796,5412.126,4310.936,
,6045.5029,1931.104,695.53943,8528.0049,4940.0796,
,4505.2573,2647.4429,7513.2983,13211.802,2197.9175,
,3344.6277,848.45502,2301.905,5454.749,5927.231,
,5234.1919,3820.5632,457.42538,7787.4893,11336.43,
,8159.501,2309.8853,1722.1489,6875.0098,7247.3721,
,18838.121,7556.5073,1683.9148,11849.231,9911.7471,
,16241.467,1155.7332,1305.3486,6445.5059,6669.8936,
,6115.8442,1548.38,1376.542,9086.1035,960.21692,
,18416.314,963.79242,1029.2627,4202.9697,13199.521,
,26725.695,2802.4512,748.68225,3217.2222,6817.4644,
,14633.548,2321.563,1593.089,15449.24,15678.348,
,12019.313,4583.0278,965.34357,12959.332,32685.814,
,11866.226,4083.0361,2214.687,7913.9873,1381.7231,
,18621.551,2161.1182,9138.3584,4223.6704,10763.027,
,14920.061,4084.78,5212.4307,5449.9375,18440.373,
,4591.0054,1133.2443,2595.9307,7345.0039,5075.7949,
,19830.598,3365.6824,5074.1523,6484.1421,3745.9856,
,13357.304,639.50098,1354.3018,5324.8701,7978.8359,
,8831.5723,2444.9563,518.20496,6287.9165,2699.3076,
,20605.939,2175.0149,1303.8558,7625.0981,12225.305,
,13881.16,3351.8489,2088.5396,8500.0176,8389.2002,
,17958.918,3921.9453,2031.0323,9928.0879,16154.37,
,6046.7407,2018.1339,614.01807,10347.064,21349.266,
,20124.734,11668.924,653.64825,3166.417,7568.2183,
,5270.3857,1635.7944,13579.125,12450.58,18993.092,
,11143.238,817.26105,1220.4061,7539.3975,8537.0898,
,4601.3408,1141.7109,3114.8518,6180.8159,7115.2915,
,15946.677,2534.6672,2066.6018,5651.8149,9255.2793,
,9901.1172,2137.668,683.7207,7824.8467,11117.472,
,6724.7583,1510.8088,4765.0664,6312.5562,9805.4541,
,13015.265,2572.1755,7971.1309,4190.9805,21169.797,
,25270.955,2276.5183,1101.4602,10164.456,5948.3535,
,19024.068,5662.73,5430.0576,5253.5098,12145.565,
,7545.603,4011.5918,1369.4678,5025.25,9841.4326,
,15676.693,1451.7637,820.1485,9532.124,13274.771,
,13182.008,3751.053,757.23053,5901.5332,20643.562,
,7178.6377,3100.4973,455.01199,9655.9619,3265.4634,
,23176.178,627.48242,753.26111,9592.4434,1866.6694,
,8063.626,4309.3472,3595.5432,9110.9199,4758.7505,
,17824.129,1537.1121,1162.8899,5757.7793,12331.158,
,14001.028,1210.824,3581.853,15461.144,1066.75,
,8142.04,4507.1836,6005.4756,5429.9668,4530.9766,
,10014.33,3391.2083,892.5495,7749.7192,5274.292,
,16680.199,1505.3278,11711.494,6034.8203,3893.6777,
,23131.234,2000.4147,1989.7509,14309.974,3679.1626,
,14367.045,3588.4929,1857.9471,6326.8823,1762.2592,
,5091.9097,4304.1963,3151.8276,5218.4341,2858.5979,
,9257.083,2110.0989,2135.248,3178.8914,582.04022,
,6090.3735,8773.041,1937.9189,11376.203,5782.8457,
,7687.2822,3596.5132,2885.5002,6991.1719,11639.063,
,7323.6387,800.3468,12500.367,8509.8115,21069.953,
,11337.91,1882.3599,754.0564,8861.4023,8755.2568,
,4306.8853,6043.7993,1475.5027,8588.8223,2082.6089,
,15923.131,2436.5771,3134.2195,9051.5156,11841.486,
,20924.523,3237.0671,2117.219,5250.5518,7688.8745,
,5838.5957,2078.4666,3108.9214,7665.6724,16679.453,
,16541.947,9290.0947,8146.3633,8503.8652,10673.65,
,6244.522,11600.439,863.89185,8099.8052,14920.528,
,7336.6304,13117.79,11586.939,4500.1289,10741.348,
,12123.684,4943.9922,835.42798,3799.7146,20023.633,
,7824.1084,2943.438,1755.4585,11678.566,4421.9136,
,4642.1934,862.39587,871.99249,12686.239,13852.472,
,3615.5161,2106.5522,1879.3221,6751.5786,6468.7275,
,6812.1924,13521.481,2112.9817,2873.3997,4830.7021,
,6772.6821,5402.8804,3116.3215,3098.468,17637.318,
,31194.338,3669.6506,1793.7367,3941.8494,6216.1475,
,9911.6084,457.95059,598.91455,2489.1636,5173.624,
,21133.428,5376.2124,1737.1176,3994.7585,12301.066,
,14944.417,9345.1436,1357.3038,9027.6562,9119.7002,
,23667.73,11885.557,3149.7339,13158.39,17507.826,
,3797.748,6845.6074,1798.0043,5303.4209,8298.3154,
,4982.1772,9033.9629,2169.1946,18459.178,9814.2607,
,11715.605,17408.168,4000.5767,7859.4189,8271.1523,
,4571.8672,7645.0864,3557.957,10960.872,27049.082,
,3693.3704,10889.015,947.48163,6206.8701,25843.215,
,19565.227,17987.715,1745.0492,6562.918,1684.2153,
,6438.8057,4633.813,991.4931,10938.825,8458.377,
,1904.2046,16758.24,4631.4756,12246.716,19187.703,
,15535.388,8008.0991,2769.8396,6627.0093,12932.688,
,7104.9727,15803.579,3331.9536,1841.0999,22720.67,
,2746.6892,24196.695,2636.0435,14144.578,2025.9224,
,6904.3843,15504.06,677.61072,3402.2275,2271.002,
,2454.676,10856.902,2062.4578,3511.8562,14185.08,
,16725.512,6758.0103,5102.3252,5380.4248,17498.564,
,4768.7646,18184.793,972.5116,4930.3784,5137.1201,
,8495.8418,4946.0986,8204.5811,6309.1133,12050.892,
,6217.8643,30510.043,2944.4387,4668.4873,15203.593,
,5210.6626,13119.138,1573.3124,3769.9636,13150.275,
,31566.658,11669.05,2587.1348,10199.645,1107.4343,
,5742.1426,9173.2412,8608.1748,7449.106,3932.9536,
,13828.394,16613.211,1492.3213,2285.0266,2920.8828,
,7514.2607,7676.5269,6784.6597,6716.1104,13574.623,
